0	100.135	0.0837379	0.463574	-0.379836	7.7	-1.55431e-15	2.44249e-15	-2.22045e-16	316.643	-1016.05	-699.411
100	106.521	-0.0267116	0.493244	-0.519955	7.7	-8.96852e-16	2.25878e-14	-2.43139e-14	336.835	-1013.13	-676.293
200	107.337	0.0526378	0.497366	-0.444728	7.7	3.33067e-16	1.87766e-14	-1.93734e-14	339.415	-1009.35	-669.937
300	102.812	-0.0705466	0.476284	-0.546831	7.7	1.04361e-14	6.66134e-16	-4.996e-15	325.109	-1008.83	-683.717
400	104.177	-0.159275	0.484645	-0.64392	7.7	1.27676e-14	-3.33067e-15	-2.13163e-14	329.424	-1005.82	-676.395
500	100.767	0.0224162	0.464976	-0.44256	7.7	1.33782e-14	1.33227e-15	-7.66054e-15	318.639	-993.616	-674.976
600	101.703	-0.163764	0.471588	-0.635352	7.7	8.21565e-15	-2.66454e-15	-6.66134e-15	321.601	-1014.57	-692.969
700	94.6727	-0.0392061	0.439171	-0.478377	7.7	4.55191e-15	-7.99361e-15	9.4369e-15	299.369	-1010.16	-710.786
800	101.253	0.121868	0.470309	-0.348441	7.7	4.88498e-15	-2.77556e-15	1.58762e-14	320.178	-998.807	-678.629
900	102.31	0.132079	0.471958	-0.339879	7.7	3.77476e-15	-6.77236e-15	1.06304e-14	323.52	-1000.95	-677.427
1000	96.3326	-0.0567995	0.447435	-0.504235	7.7	-3.33067e-15	-2.77556e-14	-1.9984e-15	304.618	-1010.48	-705.865
1100	104.084	0.0819001	0.484703	-0.402803	7.7	1.33227e-15	-1.92624e-14	-3.77476e-15	329.129	-996.901	-667.772
1200	108.333	-0.180114	0.503261	-0.683376	7.7	-1.8624e-14	4.77396e-15	-2.42029e-14	342.565	-1003.52	-660.957
1300	107.075	0.0241638	0.494401	-0.470237	7.7	-4.50751e-14	1.46549e-14	-1.52794e-14	338.587	-985.784	-647.197
1400	101.214	-0.236498	0.467977	-0.704475	7.7	-3.66374e-14	-6.71685e-15	-7.77156e-15	320.054	-992.896	-672.842
1500	101.511	-0.294028	0.470344	-0.764373	7.7	-2.24265e-14	-2.75335e-14	-1.72085e-15	320.992	-1000.4	-679.404
1600	109.346	-0.0919085	0.508235	-0.600143	7.7	-2.84217e-14	-2.9643e-14	-1.38223e-14	345.77	-992.46	-646.69
1700	101.879	-0.0787366	0.471488	-0.550225	7.7	-2.15036e-14	-1.67644e-14	-7.32747e-15	322.157	-997.807	-675.65
1800	105.029	-0.00181147	0.484423	-0.486235	7.7	-3.46667e-14	-2.95319e-14	-2.18714e-14	332.118	-1013.94	-681.823
1900	98.9541	-0.145815	0.457339	-0.603154	7.7	-3.70814e-14	-2.75335e-14	-2.79776e-14	312.908	-1019.9	-706.992
