2000	95.946	-0.0821423	0.445642	-0.527784	7.7	-3.25295e-14	-4.34097e-14	-7.54952e-15	303.396	-1017.83	-714.432
2100	99.6638	0.181437	0.463759	-0.282322	7.7	-1.26565e-14	-4.4853e-14	-3.44169e-15	315.152	-990.81	-675.658
2200	100.061	0.105184	0.466276	-0.361092	7.7	-2.14273e-14	-6.28386e-14	-4.66294e-15	316.409	-985.657	-669.248
2300	97.5989	0.176309	0.454608	-0.278299	7.7	-2.15383e-14	-4.94604e-14	-1.60982e-14	308.622	-988.87	-680.247
2400	94.2236	0.133361	0.437737	-0.304376	7.7	-2.75335e-14	-5.72875e-14	-3.48055e-14	297.95	-976.462	-678.513
2500	95.3637	-0.0858372	0.444351	-0.530189	7.7	-4.34652e-14	-3.86358e-14	-2.13163e-14	301.555	-997.356	-695.801
2600	99.5215	0.140857	0.462747	-0.32189	7.7	-3.2141e-14	-4.24105e-14	-7.43849e-15	314.702	-978.139	-663.437
2700	103.648	0.213588	0.481119	-0.267532	7.7	-5.40679e-14	-5.01821e-14	-6.66134e-15	327.751	-960.742	-632.992
2800	100.608	-0.313212	0.46434	-0.777551	7.7	-3.44169e-14	-9.3571e-15	-5.77316e-15	318.137	-996.992	-678.855
2900	93.9614	-0.246562	0.4361	-0.682662	7.7	-3.36953e-14	-1.66533e-16	6.95277e-15	297.12	-992.83	-695.71
3000	98.5239	0.029066	0.456046	-0.42698	7.7	-3.35287e-14	-4.44089e-15	3.39728e-14	311.548	-978.339	-666.792
3100	99.0947	0.177515	0.457974	-0.280459	7.7	-4.11893e-14	6.88338e-15	9.32587e-15	313.352	-962.271	-648.918
3200	94.9894	-0.0973593	0.438442	-0.535801	7.7	-3.60371e-14	3.01981e-14	1.28786e-14	300.371	-986.59	-686.219
3300	95.8416	-0.0812988	0.444115	-0.525414	7.7	-4.20775e-14	1.14353e-14	2.33147e-14	303.066	-986.196	-683.13
3400	94.3354	-0.0704215	0.438214	-0.508635	7.7	-4.34652e-14	2.77556e-15	2.6118e-14	298.303	-979.167	-680.864
3500	97.9864	-0.0283702	0.451805	-0.480175	7.7	-7.03604e-14	1.11022e-15	2.73392e-14	309.848	-989.426	-679.579
3600	104.72	0.0502206	0.483864	-0.433643	7.7	-7.08322e-14	-1.3739e-14	3.91631e-14	331.141	-985.963	-654.821
3700	102.568	0.0185265	0.473003	-0.454477	7.7	-5.57956e-14	3.33067e-15	4.89331e-14	324.336	-994.518	-670.182
3800	87.8708	-0.0615965	0.407309	-0.468905	7.7	-5.49283e-14	-6.77236e-15	2.95319e-14	277.861	-991.992	-714.131
3900	87.7323	0.147225	0.406993	-0.259768	7.7	-4.79616e-14	-1.46688e-14	1.52101e-14	277.423	-973.251	-695.828
4000	93.0738	-0.0363544	0.431626	-0.46798	7.7	-2.95319e-14	-1.75415e-14	1.64452e-14	294.314	-986.524	-692.21
4100	103.283	0.0543664	0.480715	-0.426349	7.7	-2.59792e-14	-3.17524e-14	-1.11022e-15	326.596	-987.486	-660.891
4200	95.5425	0.312798	0.440499	-0.127701	7.7	-3.55558e-14	-5.00711e-14	1.3301e-15	302.12	-964.249	-662.129
4300	94.3662	-0.215749	0.434509	-0.650258	7.7	-2.50078e-14	-3.4972e-14	-4.66294e-15	298.4	-987.896	-689.495
4400	93.6536	0.0244227	0.432968	-0.408546	7.7	-8.54872e-15	-4.18554e-14	-1.02002e-14	296.147	-974.894	-678.747
4500	89.9112	0.0200694	0.416324	-0.396254	7.7	9.54792e-15	-3.37508e-14	-1.57097e-14	284.313	-978.773	-694.46
4600	92.1131	0.0235254	0.429616	-0.40609	7.7	5.9952e-15	-1.63203e-14	-9.10383e-15	291.276	-989.906	-698.63
4700	100.053	-0.0681338	0.46552	-0.533654	7.7	1.19904e-14	-3.18634e-14	-1.60982e-14	316.384	-994.602	-678.218
4800	101.86	0.203765	0.472592	-0.268827	7.7	1.67921e-15	-2.55351e-14	-7.29972e-15	322.096	-972.478	-650.382
4900	101.484	-0.0221374	0.467494	-0.489632	7.7	1.38778e-15	-3.51941e-14	-2.23155e-14	320.909	-982.35	-661.442
5000	93.1261	-0.147773	0.429202	-0.576975	7.7	-1.27676e-14	-2.74503e-14	-7.10543e-15	294.479	-981.443	-686.964
